,counts,coupon_name
354,10,[분할결제1]올인원 패키지 : 딥러닝을 활용한 추천시스템 구현
355,10,[분할결제2]올인원 패키지 : 딥러닝을 활용한 추천시스템 구현
356,10,[규정외재발급][VIP] 온라인 강의 5만원 할인 쿠폰
357,10,"[20% 할인 쿠폰] 닷밀 미디어아트 그래픽 클래스: 음악, 공간, 감각으로 익히는 미디어아트 심화"
358,10,[분할결제2]초격차 패키지 : 한 번에 끝내는 딥러닝/인공지능
359,9,[20% 할인쿠폰] 글로벌 판매 1위 ZDE의 제페토 아이템 제작과 수익화(~10/31 23:59)
360,9,"[분할결제]초격차 패키지 : 무조건 팔리는 SNS콘텐츠 끝장내기_82,000원"
361,9,[예외 재발급] [프로모션] 9월 100% 페이백 이벤트
362,9,"[분할결제]초격차 패키지 : 무조건 팔리는 SNS콘텐츠 끝장내기_100,000원"
363,9,[체험단 이벤트 무료수강권] 완케의 악마와 계약하는 초단기 일러스트 성장법
364,9,[재결제쿠폰]올인원 패키지 : AutoML 시스템 구축으로 익히는 모델 선택 및 하이퍼파라미터 튜닝
365,9,[체험단 이벤트 무료수강권] 까나의 초보자를 위한 SD 미니 캐릭터 그리기
366,9,[체험단 이벤트 무료수강권] 킨티의 58개의 예제를 통해 배우는 캐주얼 캐릭터 완전판
367,9,[2만원 할인쿠폰] 서미애 작가의 미스터리 장르 소설 창작법 2만원 할인쿠폰 (~10/17 23:59)
368,9,[48시간 타임세일] 온라인 강의 20% 할인 쿠폰
369,9,"감사이벤트_프론트엔드 50,000원 할인쿠폰"
370,9,[72시간 한정] 온라인강의 10월 판매가 50% 반값 쿠폰
371,9,[20% 할인 쿠폰] 제페토 아이템 크리에이터가 되어보세요! 글로벌 판매 1위 ZDE의 제페토 아이템 제작과 수익화
372,9,[디마즈 스타터] 디지털 마케팅 초격차 시그니처 플러스 3만원 할인 쿠폰
373,9,[2만원 할인 쿠폰] 일러스트 기수강생 대상 [동화책 제작] 강의 2만원 할인 쿠폰
374,9,[2만원 할인 쿠폰] 글쓰기 기수강생 대상 [동화책 제작] 강의 2만원 할인 쿠폰
377,8,[규정외 재발급][프로모션] 9월 100% 페이백 이벤트
379,8,[20% 할인쿠폰] 초격차 패키지 : 한 번에 끝내는 퀀트(금융공학) 실무
380,8,[무료수강권] 초격차 패키지 : 백엔드 개발자를 위한 한 번에 끝내는 대용량 데이터 & 트래픽 처리
381,8,[프로모션] 9월 1+1 쿠폰 이벤트
382,8,[40% 할인 쿠폰] The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩 40% 할인 쿠폰
383,8,[증정] 온라인강의 10월 판매가 50%할인권
384,8,[규정외 재발급][증정] 온라인강의 10월 판매가 50%할인권
385,8,[FASTCAMPUS X Slack] 온라인 강의 20% 할인 쿠폰
387,8,[50%할인쿠폰] 코딩 18 : 웹개발 왕초보 1기 완강 리워드 50% 할인 쿠폰 (프로그래밍)
388,8,[무료수강권] 올인원 패키지 : 25개 사례로 배우는 Anomaly Detection 알고리즘 구현과 실전 프로젝트
389,8,[무료수강권] 킨티의 58개의 예제를 통해 배우는 캐주얼 캐릭터 완전판
390,8,[규정외재발급][증정] 온라인강의 10월 판매가 50%할인권
391,8,[할인쿠폰] 초격차 패키지 : 한 번에 끝내는 주식 투자의 모든 것_올인원 패키지 : 박민수에게 배우는 직장인 초현실 투자 전략 기수강생 대상
393,8,HUSTLE 전용 100% 할인 쿠폰 : 디자인의 차이를 만드는 서체 활용법  
394,8,[패스트캠퍼스] 올인원 패키지 : 스프링의 정석 : 남궁성과 끝까지 간다 재결제 쿠폰
396,8,[규정외재발급}[프로모션] 9월 1+1 쿠폰 이벤트
397,8,[재결제쿠폰][20% 할인 쿠폰] 집에 있는 카메라로 시작하는 Photography : 감성사진부터 상업사진까지 Creative Kit
398,8,[규정외 재발급][프로모션] 8월 100% 페이백 이벤트
399,8,"[40,000원 할인쿠폰] 초격차 패키지 : 백엔드 개발자를 위한 한 번에 끝내는 대용량 데이터 & 트래픽 처리"
400,8,[트위터 팔로워 대상] 킨티 온라인 클래스 20% 할인 쿠폰
401,8,[무료수강권] 프로그래밍 카테고리 (2)
402,8,[예외적발급][프로모션] 9월 1+1 쿠폰 이벤트
403,8,"[분할결제쿠폰]초격차 패키지 : 한 번에 끝내는 AWS 인프라 구축과 DevOps 운영_34,000원"
404,8,"[분할결제쿠폰]초격차 패키지 : 한 번에 끝내는 AWS 인프라 구축과 DevOps 운영_187,000원"
405,7,[규정외 재발급][프로모션] 9월 1+1 쿠폰 이벤트
406,7,"HUSTLE 전용 100% 할인 쿠폰 : GA4, 구글 애널리틱스 완전 정복 (김보경님)"
407,7,[규정외재발급][프로모션] 9월 1+1 쿠폰 이벤트
408,7,"[분할결제쿠폰]초격차 패키지 : 한 번에 끝내는 부동산 금융(PF) 실무_493,000원"
409,7,"[분할결제쿠폰]초격차 패키지 : 한 번에 끝내는 부동산 금융(PF) 실무_2,000원"
410,7,[디자인] 24시간 한정 3만원할인
411,7,[프로그래밍] 24시간 한정 3만원할인
412,7,[데이터사이언스] 24시간 한정 3만원할인
413,7,[업무생산성] 24시간 한정 3만원할인
414,7,[40% 할인 쿠폰] 한 번에 끝내는 프론트엔드 개발 언어 올인원 패키지 Online. 40% 할인 쿠폰
415,7,[마케팅] 24시간 한정 3만원할인
416,7,[영상/3D] 24시간 한정 3만원할인
417,7,[The RED] 24시간 한정 3만원할인
418,7,K-디지털 기초역량훈련 패스트캠퍼스 온라인 강의 평생소장권
419,7,[부동산/금융] 24시간 한정 3만원할인
420,7,"[20% 할인 쿠폰] 한 번에 끝내는 HTML, CSS, JavaScript, TypeScript 올인원 패키지 Online. 20% 할인 쿠폰"
421,7,[20% 할인 쿠폰] 한 번에 끝내는 프론트엔드 개발 언어 올인원 패키지 Online. 20% 할인 쿠폰
422,7,[네오아카데미] 킨티의 58개의 예제를 통해 배우는 캐주얼 캐릭터 완전판 20% 할인 쿠폰
423,7,[네오아카데미 수강생 대상] 킨티 온라인 클래스 50% 할인 쿠폰
424,7,[무료수강권] 한 번에 끝내는 블록체인 개발 A to Z
426,7,[재발급][증정] 온라인강의 9월 판매가 50%할인권
427,7,[증정] 온라인강의 9월 판매가 50%할인권
428,7,[20% 할인 쿠폰] The RED : 현실 세상의 TDD 실전편 20% 할인 쿠폰
429,7,[20% 할인쿠폰]올인원패키지 : 20개 실습으로 익히는 Transformer: 시퀀스 데이터 딥러닝
430,7,[규정외 재발급][WELCOME] 온라인 강의 2만원 할인
431,6,[40% 할인 쿠폰] 서비스 기획의 모든 것
434,6,시크릿클래스 멤버용 리워드 쿠폰_the red
435,6,시크릿클래스 멤버용 리워드 쿠폰
436,6,[황선미 피드백 프로그램] 참여자 리워드_RED 쿠폰 [재발급]
437,6,[황선미 피드백 프로그램] 참여자 리워드_온라인 강의 [재발급]
438,6,[네오아카데미 수강생 대상] 킨티 온라인 클래스 20% 할인 쿠폰
439,6,[분할결제1]초격차 패키지: Kubernetes와 Docker로 한 번에 끝내는 컨테이너 기반 MSA
440,6,[분할결제2]초격차 패키지: Kubernetes와 Docker로 한 번에 끝내는 컨테이너 기반 MSA
441,6,[무료수강권] 프로그래밍 카테고리
442,6,[20% 할인 쿠폰] The RED : 현실 세상의 TDD : 안정감을 주는 코드 작성 방법 20% 할인 쿠폰
443,6,일 잘 하고 싶은 사람들이 주목한 Top skills Report 1만원 할인 쿠폰
444,6,[닷밀] 강의 오픈 지연으로 인한 보상 할인 쿠폰
445,6,[황선미 피드백 프로그램] 참여자 리워드_온라인 강의
447,6,[20% 할인쿠폰] Kubernetes 자격증 마스터 클래스 : CKA/CKAD/CKS 강사님 할인 쿠폰
448,6,[이하석 디지털마케팅-그로스편] 오픈지연 쿠폰
449,5,"HUSTLE 전용 100% 할인 쿠폰 : A/B 테스트 탑재, 개인화 마케팅 끝장내기"
450,5,[황선미 피드백 프로그램] 참여자 리워드_RED 쿠폰
451,5,이현채 강사_Fastcampus 강의 무료 수강권
452,5,[재결제쿠폰]초격차 패키지 : 일잘러 필수 스킬 모음.zip
453,5,[무료수강권] 설의 매트페인팅으로 만드는 감성적인 캐주얼 일러스트 
455,5,[무료수강권] 올인원패키지 : 20개 실습으로 익히는 Transformer: 시퀀스 데이터 딥러닝
456,5,"HUSTLE 전용 100% 할인 쿠폰 : 가장 쉽게 시작하는 데이터 분석, SQL 유치원"
457,5,[20% 할인 쿠폰] 올인원 패키지 : 실패 없이 완주하는 파이썬 데이터 분석 입문
458,5,[WELCOME] 온라인 강의 3만원 할인 [재발급]
459,5,[재결제] [WELCOME] 온라인 강의 3만원 할인
460,5,"[분할결제쿠폰]THE RED : 박지웅의 8천억원 가치의 회사를 만드는 컴퍼니빌딩_97,000원"
461,5,"[분할결제쿠폰]THE RED : 박지웅의 8천억원 가치의 회사를 만드는 컴퍼니빌딩_100,000원"
462,5,HUSTLE 전용 100% 할인 쿠폰 : 한 번에 끝내는 일러스트레이터 활용
463,5,"[분할결제쿠폰]올인원 패키지 : 김민태의 프론트엔드 아카데미 : 제 1강 JavaScript & TypeScript Essential_200,000원"
464,5,"[분할결제쿠폰]올인원 패키지 : 김민태의 프론트엔드 아카데미 : 제 1강 JavaScript & TypeScript Essential_3,000원"
467,5,[20% 할인 쿠폰] 3ds로 만드는 제페토 아이템! 글로벌 판매 1위 ZDE의 제페토 아이템 제작과 수익화
468,5,"[20% 할인 쿠폰] 성공적인 투자는 ESG로부터?, 한번에 끝내는 ESG 경영 실무: 이해부터 전략까지"
469,5,[20% 할인 쿠폰] 지금 우리 일상을 공포로 물들이는 웹툰 스토리텔링 by. 주동근
470,5,[2만원 할인쿠폰] riri 작가님의 화사한 색감과 빛의 미소년 일러스트
471,5,[2만원 할인] 프리프로덕션부터 배우는 모션 그래픽 프로젝트 완성
472,5,[공여사 강의 전용] 프로모션 연장 30% 할인 쿠폰
473,5,"[20% 할인 쿠폰] 기업 가치와 경쟁력을 살리는 ESG, 한번에 끝내는 ESG 경영 실무: 이해부터 전략까지"
474,5,[서강대학교 대학원 특별할인] 한 번에 끝내는 컴퓨터비전
475,5,[20% 할인 쿠폰] 올인원 패키지 : 가장 빨리 도달하는 객체 감지 알고리즘 YOLO! [재발급]
476,5,[디마즈 사군자] 디지털 마케팅 초격차 시그니처 플러스 3만원 할인 쿠폰
477,5,[분할결제1]초격차 패키지 : 일잘러 필수 스킬 모음.zip
479,5,[패스트캠퍼스X네오아카데미] 사전예약 리워드 3만원 할인 쿠폰 - 까나의 초보자를 위한 SD 미니 캐릭터 그리기
480,5,"[분할결제]초격차 패키지 : 퍼포먼스 마케팅, 데이터로 완전 정복_79,000원 결제"
481,5,"[분할결제]초격차 패키지 : 퍼포먼스 마케팅, 데이터로 완전 정복_100,000원 결제"
483,4,[공여사 강의 전용] 추석 열공 응원 30% 할인 쿠폰
484,4,(패스트캠퍼스×점핏)프로그래밍 카테고리 30%할인쿠폰
485,4,[무료] OpenCV 개발자 운영자 전용 쿠폰 
486,4,[25% 할인쿠폰] 사이드 프로젝트 : 10개 기술스택으로 완성하는 풀스택 서버리스 프로젝트 with React
487,4,[20% 할인 쿠폰] 올인원 패키지 : 가장 빨리 도달하는 객체 감지 알고리즘 YOLO!
488,4,[패스트캠퍼스X네오아카데미] 사전예약 리워드 3만원 할인 쿠폰 - 완케의 악마와 계약하는 초단기 일러스트 성장법
489,4,[프로모션] 8월 100% 페이백 이벤트
490,4,[규정외재발급][프로모션] 8월 100% 페이백 이벤트
492,4,[분할결제2]초격차 패키지 : 일잘러 필수 스킬 모음.zip
493,4,"[분할 결제] 2_한 번에 끝내는 딥러닝/인공지능 초격차 패키지 (48,000원 결제 용)"
494,4,"[분할결제] 1_한 번에 끝내는 딥러닝/인공지능 초격차 패키지 (200,000원 결제용)"
495,4,[패스트캠퍼스X네오아카데미] 사전예약 리워드 3만원 할인 쿠폰 - 설의 매트페인팅으로 만드는 감성적인 캐주얼 일러스트
496,4,[규정외재발급][WELCOME] The Red 강의 3만원 할인
497,4,[B2B] IT 리포트 제작 위한 콘텐츠 확인용 100% 쿠폰
498,4,[무료수강권] 초격차 패키지 : 한 번에 끝내는 코딩테스트 369 Java편
499,4,패캐머_온라인 쿠폰
500,4,[재발급] [WELCOME] 온라인 강의 3만원 할인
501,4,[재결제] 올인원 패키지 : 처음부터 시작하는 딥러닝 유치원
502,4,"[재결제 쿠폰] 올인원 패키지 : 최성일의 코딩 초급자를 위한 웹 모션 디자인_31,000원"
503,4,[무료수강권] 까나의 초보자를 위한 SD 미니 캐릭터 그리기
504,4,[무료수강권] 완케의 악마와 계약하는 초단기 일러스트 성장법
505,4,[무료수강권] 초격차 패키지 : 한 번에 끝내는 프론트엔드 개발
506,4,[고객마케팅] 외부 에디터 발급쿠폰
507,4,[100% 할인] B2B MKTG HUSTLE 네트워킹 쿠폰 (김보경님)
508,4,"[분할결제]올인원 패키지 : 세계 3등에게 배우는 실무 밀착 데이터 시각화_85,000원"
509,4,[재결제] 재결제 쿠폰
510,4,[재결제 쿠폰] 9 in 1 직장인 글쓰기 필수 스킬 : 보고서부터 카피라이팅까지
511,4,[재결제쿠폰]초격차 패키지 : 한 번에 끝내는 디지털 마케팅 시그니처 플러스
512,4,[재결제쿠폰]초격차 패키지 : 한번에 끝내는 디자인 툴
513,4,[시크릿쿠폰] 10만 원 이상 결제 시 2만 원 할인
514,4,[트위터 팔로워 대상] 설 온라인 클래스 10% 할인 쿠폰
515,4,[Class 04] 33개 프로젝트로 완성하는 컴퓨터비전 딥러닝 심화 과정 5만원 할인 쿠폰 
516,4,[91% 할인쿠폰] 패캠 Univ. 디자인과 : 시각디자인 기초와 타이포그래피
517,4,[시크릿 할인 쿠폰] 김영하의 씀으로써 작가가 되는 글쓰기 10% 할인쿠폰
518,4,[CLASS 02] 한 번에 끝내는 컴퓨터비전 5만원 할인 쿠폰
519,4,[2만원 할인쿠폰] 김영하 작가의 씀으로써 작가가 되는 글쓰기 강의 할인 쿠폰
520,4,[디마즈 1T4F] 디지털 마케팅 초격차 시그니처 플러스 3만원 할인 쿠폰
521,4,[5만원 할인] 디지털 마케팅 초격차 시그니처 플러스 5만원 할인 쿠폰
522,4,[트위터 팔로워 대상] 완케 온라인 클래스 10% 할인 쿠폰
523,4,[Class 06] 논문 구현과 실험으로 배우는 딥러닝 모델 성능 최적화 with SSL & XAI 5만원 할인 쿠폰 
524,4,[SQLD 합격 응원] 하이패스 20% 할인쿠폰
525,4,[20% 할인쿠폰] Kubernetes 자격증 마스터 클래스 : CKA/CKAD/CKS
526,4,[86% 할인쿠폰] 패캠 Univ. 디자인과 : 시각디자인 기초와 타이포그래피
527,4,[오픈지연] 김민태 3강 오픈 지연 프로그래밍 3만원 할인 쿠폰
528,4,[Class 08] Meta 연구원 문경식의 단일 이미지 인식을 통한 Human Pose Estimation 5만원 할인 쿠폰 
529,4,[디마즈 패케미] 디지털 마케팅 초격차 시그니처 플러스 3만원 할인 쿠폰
530,3,[알림 신청자 대상] 마케팅/글쓰기 카테고리 무료 쿠폰
531,3,[CLASS 01] OpenCV를 활용한 컴퓨터비전과 딥러닝 5만원 할인 쿠폰 
532,3,[Class 03] 컴퓨터비전 정주행 Kit 5만원 할인 쿠폰 
533,3,"[분할결제]올인원 패키지 : 세계 3등에게 배우는 실무 밀착 데이터 시각화_100,000원"
534,3,[30%할인권]초격차 패키지 : 퍼포먼스 마케팅 데이터로 완전 정복
535,3,[Class 05] 실무 사례로 배우는 컴퓨터 비전 논문 구현과 알고리즘 성능 최적화 with SOTA 모델 5만원 할인 쿠폰 
536,3,[디마즈 6성으로질러조] 디지털 마케팅 초격차 시그니처 플러스 3만원 할인 쿠폰
538,3,[한 번에 끝내는 주식 투자의 모든 것] 70% 할인 쿠폰
539,3,[Class 07]  Area Chair 이광무 교수의 Neural Fields & 3D 컴퓨터 비전 5만원 할인 쿠폰 
540,3,[네오아카데미] 까나의 초보자를 위한 SD 미니 캐릭터 그리기 20% 할인 쿠폰
541,3,[네오아카데미] 완케의 악마와 계약하는 초단기 일러스트 성장법 20% 할인 쿠폰
542,3,[네오아카데미] 설의 매트페인팅으로 만드는 감성적인 캐주얼 일러스트 20% 할인 쿠폰
543,3,[재결제쿠폰][시크릿쿠폰] 10만 원 이상 결제 시 2만 원 할인
544,3,[3만원 할인쿠폰] Live2D로 만드는 버츄얼 캐릭터 : 일러스트부터 리깅까지
545,3,[노아] 트위터 팔로워 한정 3만원 할인 쿠폰 (~22/08/28)
546,3,[네오아카데미 수강생 대상] 완케 온라인 클래스 50% 할인 쿠폰
547,3,[네오아카데미 수강생 대상] 설 온라인 클래스 50% 할인 쿠폰
548,3,[네오아카데미 수강생 대상] 완케 온라인 클래스 20% 할인 쿠폰
549,3,"[3만원 할인쿠폰] 캐릭터 드로잉부터 시작, 나만의 버츄얼 캐릭터 만들기"
551,3,[네오아카데미 수강생 대상] 까나 온라인 클래스 50% 할인 쿠폰
552,3,(재발급) [WELCOME] 온라인 강의 3만원 할인
553,3,[네오아카데미 수강생 대상] 설 온라인 클래스 20% 할인 쿠폰
554,3,[프로모션] 7월 100% 페이백 이벤트 [예외 발급]
555,3,[트위터 팔로워 대상] 까나 온라인 클래스 10% 할인 쿠폰
556,3,[재결제쿠폰]THE RED : Area Chair 이광무 교수의 Neural Fields & 3D 컴퓨터 비전
557,3,[재결제쿠폰][타임특가] 온라인 강의 할인
558,3,[루냐] 트위터 팔로워 한정 3만원 할인 쿠폰 (~22/08/28)
560,3,재결제쿠폰
561,3,[프로모션] 7월 100% 페이백 이벤트
562,3,[50% 할인 쿠폰] 김영하 강의 수강생 설문 이벤트 당첨자 대상 할인 쿠폰
563,3,[재결제쿠폰][SQLD 합격 응원] 하이패스 20% 할인쿠폰
564,3,[쿠폰재발급_WELCOME] 온라인 강의 3만원 할인
566,3,패스트캠퍼스×점핏_50%할인쿠폰
567,3,[7만원 할인] OpenCV 개발자 공부방 7만원 할인 쿠폰
568,3,[20% 할인 쿠폰] 재무/세무 회계 실무 완성 20% 할인 쿠폰
570,3,[타임특가] 온라인 강의 할인
571,3,[1만원 할인쿠폰] 김영하 작가의 씀으로써 작가가 되는 글쓰기 강의 할인 쿠폰
572,3,(예외적 재발급) [프로모션] 7월 100% 페이백 이벤트
573,3,[재결제 쿠폰] 초격차 패키지 : 한 번에 끝내는 부동산 금융(PF) 실무
574,3,[무료] OpenCV 개발자 공부방 당첨자 무료 수강 쿠폰
576,3,"[분할결제]초격차 패키지 : 한 번에 끝내는 AWS 인프라 구축과 DevOps 운영_150,000원 결제"
577,3,"[분할결제]초격차 패키지 : 한 번에 끝내는 AWS 인프라 구축과 DevOps 운영_69,000원 결제"
578,3,[20% 할인 쿠폰] 한 번에 끝내는 블록체인 개발 A to Z 20% 할인 쿠폰
579,3,[20% 할인 쿠폰] 컴퓨터 비전 정주행 Kit 응원 쿠폰
580,3,[3만원 할인쿠폰] 패캠 Univ. 디자인과 : 시각디자인 기초와 타이포그래피
581,3,[알림 신청자 대상] 디지털 마케팅 시그니처 플러스 5만원 할인 쿠폰
585,3,[재결제 쿠폰] The RED : 칼만필터를 활용한 자율주행 센서퓨전 기술 구현 by 조형기
587,3,[재결제쿠폰][WELCOME] The Red 강의 3만원 할인_ Figma로 끝내는 모바일 UXUI 디자인 프로젝트 Kit
588,3,[재결제쿠폰]The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩
589,3,[100% 쿠폰] 디마즈 1기 디지털 마케팅 초격차 시그니처 플러스
593,2,[재결제쿠폰]초격차 패키지 : 한 번에 끝내는 파이썬 웹 개발
594,2,"[재결제 쿠폰] 초격차 패키지: GA4 탑재, 2023년 구글 애널리틱스 완전 정복"
595,2,[재결제쿠폰]올인원 패키지 : 배곡파 작가의 웹소설 남자 캐릭터 일러스트
596,2,"[재결제]초격차 패키지 : 개발자 취업 합격 패스 With 코딩테스트, 기술면접"
597,2,[100% 쿠폰] 디마즈 1기  디지털 마케팅 초격차 패키지
598,2,[분할결제1] 한 번에 끝내는 직장인을 위한 파이썬 데이터 분석 초격차 패키지 Online.
599,2,[분할결제1] 초격차 패키지 : 한 번에 끝내는 디지털 마케팅
600,2,[분할결제2] 초격차 패키지 : 한 번에 끝내는 디지털 마케팅
601,2,[40% 할인쿠폰] Kubernetes 자격증 마스터 클래스 : CKA/CKAD/CKS
602,2,[WELCOME] 온라인 강의 20%할인
603,2,[WELCOME] The Red 강의 20% 할인
604,2,[20% 할인 쿠폰] Next.js 완전 정복 : 확장성 높은 커머스 서비스 구축하기
605,2,[4만원 할인 쿠폰] 안심팩토리의 [3D 캐릭터를 가장 쉽게 만드는 법: 아이패드 모델링] 할인 쿠폰(~7/31 23:59)
606,2,[3만원 할인 쿠폰] 15개의 프로젝트 사례로 완성하는 브랜딩 3만원 할인쿠폰
607,2,[20% 할인쿠폰] 김은호 강사님 채널 전용 20% 할인 쿠폰
609,2,"[규정외 재발급] [30,000원 할인쿠폰] 프로그래밍 강의 3만원 할인쿠폰"
610,2,[20% 할인 쿠폰] 데이터 사이언스 카테고리 할인 
611,2,[규정외 재발급] [WELCOME] 온라인 강의 3만원 할인
612,2,[openCV 개발자 공부방  20% 할인쿠폰]초격차 패키지 : 33개 프로젝트로 완성하는 컴퓨터비전 딥러닝 심화 과정
613,2,[분할결제]올인원 패키지 : 인스타를 성장시킨 50명의 성공방정식_2.7만원 결제
614,2,[분할결제]올인원 패키지 : 인스타를 성장시킨 50명의 성공방정식_10만원 결제
616,2,[온라인 강의] 30% 할인
617,2,[20%쿠폰] 초격차 패키지 : 33개 프로젝트로 완성하는 컴퓨터비전 딥러닝 심화 과정
618,2,[The RED] 30% 할인
622,2,[무료수강권] 데이터 사이언스 카테고리의 올인원 패키지_파이썬을 활용한 시계열 분석 입문 7기
623,2,[분할결제1] The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명
624,2,[분할결제2] The RED : 백엔드 에센셜 : 대용량 서비스를 위한 아키텍처 with Redis by 강대명
625,2,[인터뷰 응답 리워드] 부동산/금융 강의 50% 할인 쿠폰
626,2,[100% 할인] 헤이조이스 Bold & Sparkle 네트워킹 프로그램 (최가희님) : 100개의 클론디자인으로 배우는 UX/UI
627,2,[무료수강권] 바이럴마케팅용
629,2,[1만원 할인 쿠폰] 10년 차 포토그래퍼에게 배우는 사진 1만원 할인쿠폰
630,2,[프로모션] 6월 1+1 이벤트
631,2,[2만원 할인 쿠폰] 실무 사례로 배우는 컴퓨터 비전 논문 구현과 알고리즘 성능 최적화 2만원 할인쿠폰
632,2,[규정외 재발급] [프로모션] 6월 1+1 이벤트
633,2,[예외 재발급] [WELCOME] 온라인 강의 20%할인
634,2,[예외 재발급] [WELCOME] 온라인 강의 3만원 할인
635,2,[예외 재발급] [프로모션] 6월 1+1 이벤트
636,2,"[증정] 중복 강의 수강료 결제에 대한 91,000원 쿠폰 증정"
637,2,"[6,000원 할인쿠폰] 포토샵으로 시작하는 내가 꿈꾸는 판타지 아트"
638,2,[예외 발급] [프로모션] 6월 1+1 이벤트
639,2,[규정외 재발급][프로모션] 6월 1+1 이벤트
641,2,[재결제]	올인원 패키지 : 머신러닝 서비스 구축을 위한 실전 MLOps
642,2,[재결제쿠폰]초격차 패키지 : 한 번에 끝내는 부동산 금융(PF) 실무
643,2,"[80% 할인] GA4 탑재, 2023년 구글 애널리틱스 끝장내기 80% 할인 쿠폰 (재발급)"
644,2,[재결제 쿠폰] 올인원 패키지 : 파이썬을 활용한 시계열 데이터 분석 A-Z_228000
645,2,[재결제 쿠폰] 올인원 패키지 : 파이썬을 활용한 데이터 전처리 Level UP_172000
646,2,[프로모션] 6월 페이백 이벤트_예외적 기간 연장
647,2,[재결제 쿠폰] 초격차 패키지 : 직장인을 위한 파이썬 데이터 분석
648,2,[재결제]The RED : 데이터 사이언티스트 하용호
649,2,[30% 할인쿠폰] 김정식 강사님 채널 전용 30% 할인 쿠폰
650,2,[재결제 쿠폰] 초격차 패키지 : 한 번에 끝내는 포토샵 활용
651,2,[재결제 쿠폰] 초격차 패키지 : 무조건 팔리는 SNS콘텐츠 끝장내기
652,2,[20% 할인쿠폰] The RED : 강사룡의 앱 안정성 및 확장성 강화를 위한 Android 아키텍처
653,2,[3만원 할인 쿠폰] 부동산 디벨로퍼 리뉴얼 런칭 기념 3만원 할인 쿠폰
654,2,[20% 할인쿠폰] The RED : 강사룡의 앱 안정성 및 확장성 강화를 위한 Android 아키텍처 할인쿠폰
655,2,"[4만원 할인쿠폰] 아트 디렉터 E3의 점으로 완성하는 특별한 세상, 신비롭고 몽환적인 픽셀아트 드로잉(~7/17 23:59)"
656,2,[3만원 할인 쿠폰] 아이패드로만으로 만들 수 있는 아트토이 스타일 3D 캐릭터 모델링
657,2,[주원] 팔로워 한정 3만원 할인쿠폰 (~22/07/17)
658,2,[3만원 할인쿠폰] 주원_사랑스러운 캐릭터 일러스트와 웹소설 노하우까지
659,2,올인원 패키지 : 세계 3등에게 배우는 실무 밀착 데이터 시각화 20% 할인 쿠폰 
660,2,[예외적 재발급][증정] 온라인강의 7월 판매가 50%할인권
661,2,[분할결제2] 한 번에 끝내는 직장인을 위한 파이썬 데이터 분석 초격차 패키지 Online.
662,2,[openCV 개발자 공부방 무료수강권]초격차 패키지 : 33개 프로젝트로 완성하는 컴퓨터비전 딥러닝 심화 과정
663,2,[3만원 할인 쿠폰] 아이패드만으로 누구나 쉽게 만들 수 있는 3D 캐릭터 모델링
664,2,[대학생 인공지능/빅데이터 정보 공유방 무료수강권]초격차 패키지 : 33개 프로젝트로 완성하는 컴퓨터비전 딥러닝 심화 과정
665,2,[100% 할인] 헤이조이스 Bold & Sparkle 네트워킹 프로그램 (이은이님)
668,2,[증정] 온라인강의 7월 판매가 50%할인권
669,2,[100% 할인] 헤이조이스 Bold & Sparkle 네트워킹 프로그램 (이아람님)
670,2,[쿠폰재발급][증정] 온라인강의 7월 판매가 50%할인권
671,2,[무료수강쿠폰] 일잘러 필수 스킬.zip
672,2,[100% 할인] 헤이조이스 Bold & Sparkle 네트워킹 프로그램 (최지명님)
675,2,[규정외재발급][증정] 온라인강의 7월 판매가 50%할인권
676,2,[쿠폰재발급][4만원 할인 쿠폰] 안심팩토리의 [3D 캐릭터를 가장 쉽게 만드는 법: 아이패드 모델링] 할인 쿠폰(~7/31 23:59)
678,2,[3만원 할인쿠폰] 해오의 캐주얼 캐릭터 얼굴 그리기
679,2,[3만원 할인쿠폰] 마우스 클릭만으로 완성할 수 있는 신비롭고 몽환적인 픽셀아트
680,2,[해오] 팔로워 한정 : 입문자를 위한 얼굴 그리기 강의 3만원 할인 쿠폰 (~22/7/10)
681,2,[10% 할인쿠폰] CLASS : 포토샵으로 시작하는 내가 꿈꾸는 판타지 아트 할인쿠폰
682,2,[규정외 재발급][영상/3D] 3만원할인
683,2,[3만원 할인쿠폰] 입문자를 위한 캐주얼 캐릭터 얼굴 그리기
684,2,[20% 할인쿠폰] The RED : 박지웅의 8천억 원 가치의 회사를 만드는 컴퍼니빌딩 할인쿠폰
685,2,[런칭기념 15%할인] 딥러닝/머신러닝을 활용한 시계열 데이터 분석 
686,2,[프로모션] 6월 페이백 이벤트
687,2,"[30,000원 할인쿠폰] 투자/재테크 강의 3만원 할인쿠폰"
688,2,[내 마음대로 이용권] 강의 100% 할인 쿠폰 3
689,2,[내 마음대로 이용권] 강의 100% 할인 쿠폰 2
690,2,[3만원 할인쿠폰] 아이패드로도 만들 수 있는  신비롭고 몽환적인 픽셀아트 드로잉
691,2,[내 마음대로 이용권] 강의 100% 할인 쿠폰 1
693,2,[무료 수강권] 설문 완료 대상자 리워드 쿠폰
694,2,[규정외 재발급] [프로모션] 6월 페이백 이벤트
